"Time","Type","Ability","Amount","Source → Target",""
"00:57:37.235","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:57:42.768","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:57:42.773","Resource Change","Impetus","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:57:50.018","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:57:57.436","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:57:58.907","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:57:59.616","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:58:04.734","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:58:12.011","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:58:19.289","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
