"Time","Type","Ability","Amount","Source → Target",""
"00:18:45.604","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:18:45.606","Resource Change","Impetus","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:18:52.756","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:18:54.639","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:19:00.041","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:19:07.354","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:19:14.674","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:19:16.695","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:19:21.964","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:19:29.270","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
