"Time","Type","Ability","Source → Target",""
"00:31:38.200","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:31:40.655","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:31:44.683","Cast","Arcane Blast 1.65 sec","Blinkladen → Training Dummy 1",""
"00:31:45.516","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:31:47.921","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:31:51.969","Cast","Arcane Blast 1.61 sec","Blinkladen → Training Dummy 1",""
"00:31:52.787","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:31:55.196","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:31:59.190","Cast","Arcane Blast 1.54 sec","Blinkladen → Training Dummy 1",""
"00:32:00.024","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:32:02.484","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:32:06.476","Cast","Arcane Blast 1.55 sec","Blinkladen → Training Dummy 1",""
"00:32:07.322","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:32:09.738","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:32:13.788","Cast","Arcane Blast 1.58 sec","Blinkladen → Training Dummy 1",""
"00:32:14.586","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:32:17.037","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:32:21.038","Cast","Arcane Blast 1.55 sec","Blinkladen → Training Dummy 1",""
"00:32:21.849","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:32:24.356","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:32:28.363","Cast","Arcane Blast 1.60 sec","Blinkladen → Training Dummy 1",""
"00:32:29.148","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:32:31.627","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:32:35.657","Cast","Arcane Blast 1.61 sec","Blinkladen → Training Dummy 1",""
"00:32:36.488","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:32:38.919","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:32:42.933","Cast","Arcane Blast 1.61 sec","Blinkladen → Training Dummy 1",""
"00:32:43.774","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:32:46.178","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:32:50.190","Cast","Arcane Blast 1.65 sec","Blinkladen → Training Dummy 1",""
"00:32:51.037","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:32:53.459","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:32:57.502","Cast","Arcane Blast 1.60 sec","Blinkladen → Training Dummy 1",""
"00:32:58.328","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:33:00.726","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:33:04.697","Cast","Arcane Blast 1.51 sec","Blinkladen → Training Dummy 1",""
"00:33:05.606","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:33:07.967","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:33:11.961","Cast","Arcane Blast 1.51 sec","Blinkladen → Training Dummy 1",""
"00:33:12.856","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:33:15.327","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:33:19.224","Cast","Arcane Blast 1.49 sec","Blinkladen → Training Dummy 1",""
"00:33:20.181","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:33:22.588","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:33:26.522","Cast","Arcane Blast 1.55 sec","Blinkladen → Training Dummy 1",""
"00:33:27.453","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:33:29.876","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:33:33.904","Cast","Arcane Blast 1.60 sec","Blinkladen → Training Dummy 1",""
"00:33:34.737","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:33:37.135","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:33:41.145","Cast","Arcane Blast 1.56 sec","Blinkladen → Training Dummy 1",""
"00:33:42.002","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:33:44.439","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:33:48.413","Cast","Arcane Blast 1.62 sec","Blinkladen → Training Dummy 1",""
"00:33:49.295","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:33:51.712","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:33:55.707","Cast","Arcane Blast 1.56 sec","Blinkladen → Training Dummy 1",""
"00:33:56.522","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:33:58.982","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:34:02.989","Cast","Arcane Blast 1.56 sec","Blinkladen → Training Dummy 1",""
"00:34:03.849","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:34:06.299","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:34:10.128","Cast","Arcane Blast 1.43 sec","Blinkladen → Training Dummy 1",""
"00:34:11.146","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:34:13.496","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:34:17.474","Cast","Arcane Blast 1.49 sec","Blinkladen → Training Dummy 1",""
"00:34:18.369","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:34:20.847","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:34:24.884","Cast","Arcane Blast 1.61 sec","Blinkladen → Training Dummy 1",""
"00:34:25.709","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:34:28.133","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:34:32.162","Cast","Arcane Blast 1.65 sec","Blinkladen → Training Dummy 1",""
"00:34:32.974","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:34:35.417","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:34:39.446","Cast","Arcane Blast 1.61 sec","Blinkladen → Training Dummy 1",""
"00:34:40.253","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:34:42.636","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:34:46.678","Cast","Arcane Blast 1.64 sec","Blinkladen → Training Dummy 1",""
"00:34:47.480","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:34:49.959","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:34:53.960","Cast","Arcane Blast 1.60 sec","Blinkladen → Training Dummy 1",""
"00:34:54.745","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:34:57.266","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:35:01.161","Cast","Arcane Blast 1.49 sec","Blinkladen → Training Dummy 1",""
"00:35:02.056","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:35:04.531","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:35:08.446","Cast","Arcane Blast 1.59 sec","Blinkladen → Training Dummy 1",""
"00:35:09.384","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:35:11.820","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:35:15.849","Cast","Arcane Blast 1.60 sec","Blinkladen → Training Dummy 1",""
"00:35:16.626","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:35:19.031","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:35:23.140","Cast","Arcane Blast 1.62 sec","Blinkladen → Training Dummy 1",""
"00:35:23.897","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:35:26.342","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:35:30.292","Cast","Arcane Blast 1.51 sec","Blinkladen → Training Dummy 1",""
"00:35:31.140","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:35:33.640","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:35:37.543","Cast","Arcane Blast 1.54 sec","Blinkladen → Training Dummy 1",""
"00:35:38.502","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:35:40.913","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:35:44.855","Cast","Arcane Blast 1.56 sec","Blinkladen → Training Dummy 1",""
"00:35:45.730","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:35:48.223","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:35:52.133","Cast","Arcane Blast 1.51 sec","Blinkladen → Training Dummy 1",""
"00:35:53.044","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:35:55.494","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:35:59.537","Cast","Arcane Blast 1.60 sec","Blinkladen → Training Dummy 1",""
"00:36:00.342","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:36:02.705","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:36:06.759","Cast","Arcane Blast 1.56 sec","Blinkladen → Training Dummy 1",""
"00:36:07.640","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:36:10.023","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:36:14.105","Cast","Arcane Blast 1.67 sec","Blinkladen → Training Dummy 1",""
"00:36:14.855","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:36:17.011","Cast","Ice Cold","Blinkladen",""
"00:36:17.261","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:36:21.314","Cast","Arcane Blast 1.61 sec","Blinkladen → Training Dummy 1",""
