"Time","Type","Ability","Source → Target",""
"00:49:49.447","Cast","Arcane Blast 1.46 sec","Blinkladen → Training Dummy 1",""
"00:49:50.412","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:49:52.849","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:49:56.871","Cast","Arcane Blast 1.61 sec","Blinkladen → Training Dummy 1",""
"00:49:57.698","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:50:00.087","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:50:04.002","Cast","Arcane Blast 1.47 sec","Blinkladen → Training Dummy 1",""
"00:50:04.925","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:50:07.411","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:50:11.329","Cast","Arcane Blast 1.52 sec","Blinkladen → Training Dummy 1",""
"00:50:12.279","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:50:14.696","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:50:18.697","Cast","Arcane Blast 1.58 sec","Blinkladen → Training Dummy 1",""
"00:50:19.544","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:50:21.967","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:50:26.009","Cast","Arcane Blast 1.61 sec","Blinkladen → Training Dummy 1",""
"00:50:26.821","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:50:29.196","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:50:33.293","Cast","Arcane Blast 1.67 sec","Blinkladen → Training Dummy 1",""
"00:50:34.088","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:50:36.511","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:50:40.565","Cast","Arcane Blast 1.68 sec","Blinkladen → Training Dummy 1",""
"00:50:41.372","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:50:43.828","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:50:47.835","Cast","Arcane Blast 1.67 sec","Blinkladen → Training Dummy 1",""
"00:50:48.662","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:50:51.030","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:50:55.120","Cast","Arcane Blast 1.60 sec","Blinkladen → Training Dummy 1",""
"00:50:55.961","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:50:58.377","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:51:02.328","Cast","Arcane Blast 1.53 sec","Blinkladen → Training Dummy 1",""
"00:51:03.175","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:51:05.605","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:51:09.682","Cast","Arcane Blast 1.66 sec","Blinkladen → Training Dummy 1",""
"00:51:10.509","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:51:12.856","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:51:16.926","Cast","Arcane Blast 1.58 sec","Blinkladen → Training Dummy 1",""
"00:51:17.752","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:51:20.143","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:51:24.244","Cast","Arcane Blast 1.60 sec","Blinkladen → Training Dummy 1",""
"00:51:25.030","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:51:27.514","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:51:31.474","Cast","Arcane Blast 1.55 sec","Blinkladen → Training Dummy 1",""
"00:51:32.355","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:51:34.723","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:51:38.814","Cast","Arcane Blast 1.61 sec","Blinkladen → Training Dummy 1",""
"00:51:39.591","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:51:42.024","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:51:45.946","Cast","Arcane Blast 1.49 sec","Blinkladen → Training Dummy 1",""
"00:51:46.931","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:51:49.286","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:51:53.175","Cast","Arcane Blast 1.48 sec","Blinkladen → Training Dummy 1",""
"00:51:54.181","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:51:56.626","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:52:00.654","Cast","Arcane Blast 1.63 sec","Blinkladen → Training Dummy 1",""
"00:52:01.398","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:52:03.869","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:52:07.898","Cast","Arcane Blast 1.57 sec","Blinkladen → Training Dummy 1",""
"00:52:08.744","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:52:11.115","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:52:15.212","Cast","Arcane Blast 1.63 sec","Blinkladen → Training Dummy 1",""
"00:52:16.037","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:52:18.459","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:52:22.494","Cast","Arcane Blast 1.63 sec","Blinkladen → Training Dummy 1",""
"00:52:23.288","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:52:25.733","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:52:29.759","Cast","Arcane Blast 1.63 sec","Blinkladen → Training Dummy 1",""
"00:52:30.599","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:52:33.035","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:52:37.022","Cast","Arcane Blast 1.56 sec","Blinkladen → Training Dummy 1",""
"00:52:37.829","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:52:40.295","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:52:44.341","Cast","Arcane Blast 1.61 sec","Blinkladen → Training Dummy 1",""
"00:52:45.106","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:52:47.529","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:52:51.633","Cast","Arcane Blast 1.68 sec","Blinkladen → Training Dummy 1",""
"00:52:52.452","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:52:54.835","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:52:58.889","Cast","Arcane Blast 1.65 sec","Blinkladen → Training Dummy 1",""
"00:52:59.682","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:53:02.154","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:53:06.133","Cast","Arcane Blast 1.58 sec","Blinkladen → Training Dummy 1",""
"00:53:07.022","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:53:09.410","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:53:13.473","Cast","Arcane Blast 1.60 sec","Blinkladen → Training Dummy 1",""
"00:53:14.307","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:53:16.729","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:53:20.750","Cast","Arcane Blast 1.64 sec","Blinkladen → Training Dummy 1",""
"00:53:21.563","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:53:24.007","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:53:28.009","Cast","Arcane Blast 1.59 sec","Blinkladen → Training Dummy 1",""
"00:53:28.875","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:53:31.273","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:53:35.320","Cast","Arcane Blast 1.60 sec","Blinkladen → Training Dummy 1",""
"00:53:36.119","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:53:38.528","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:53:42.508","Cast","Arcane Blast 1.52 sec","Blinkladen → Training Dummy 1",""
"00:53:43.369","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:53:45.847","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:53:49.889","Cast","Arcane Blast 1.61 sec","Blinkladen → Training Dummy 1",""
"00:53:50.695","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:53:53.091","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:53:57.119","Cast","Arcane Blast 1.62 sec","Blinkladen → Training Dummy 1",""
"00:53:57.974","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:54:00.343","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:54:04.446","Cast","Arcane Blast 1.60 sec","Blinkladen → Training Dummy 1",""
"00:54:05.215","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:54:07.687","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:54:11.722","Cast","Arcane Blast 1.61 sec","Blinkladen → Training Dummy 1",""
"00:54:12.528","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:54:14.909","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:54:18.904","Cast","Arcane Blast 1.49 sec","Blinkladen → Training Dummy 1",""
"00:54:19.793","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:54:22.252","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:54:26.168","Cast","Arcane Blast 1.50 sec","Blinkladen → Training Dummy 1",""
"00:54:27.111","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:54:29.500","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:54:33.404","Cast","Arcane Blast 1.45 sec","Blinkladen → Training Dummy 1",""
