"Time","Type","Ability","Source → Target",""
"10:39.974","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"10:41.251","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"10:43.702","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"10:44.911","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"10:47.342","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"10:48.571","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"10:51.021","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"10:52.209","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"10:53.412","Cast","Arcane Missiles","Blinkladen → Training Dummy 2",""
"10:54.594","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"10:55.813","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"10:58.272","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"10:59.487","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"11:01.980","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"11:03.195","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"11:05.563","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"11:06.772","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"11:09.209","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"11:10.508","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"11:12.848","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"11:14.168","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"11:15.384","Cast","Arcane Missiles","Blinkladen → Training Dummy 2",""
"11:16.515","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"11:17.751","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"11:20.264","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"11:21.480","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"11:23.918","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"11:25.050","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"11:27.556","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"11:28.792","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"11:31.216","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"11:32.445","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"11:34.816","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"11:36.104","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"11:37.321","Cast","Arcane Missiles","Blinkladen → Training Dummy 2",""
"11:38.445","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"11:39.758","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"11:42.202","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"11:43.424","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"11:45.854","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"11:47.063","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"11:49.507","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"11:50.724","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"11:53.160","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"11:54.383","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"11:55.605","Cast","Arcane Missiles","Blinkladen → Training Dummy 2",""
"11:56.814","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"11:58.035","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"12:00.473","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"12:01.613","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"12:04.132","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"12:05.354","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"12:07.792","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"12:09.000","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"12:11.458","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"12:12.612","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"12:15.056","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"12:16.313","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"12:17.502","Cast","Arcane Missiles","Blinkladen → Training Dummy 2",""
"12:18.751","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"12:19.938","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"12:22.418","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"12:23.597","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"12:26.064","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"12:27.216","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"12:29.674","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"12:30.938","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"12:33.306","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"12:34.528","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"12:37.035","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"12:38.257","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"12:39.481","Cast","Arcane Missiles","Blinkladen → Training Dummy 2",""
"12:40.710","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"12:41.917","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"12:44.354","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"12:45.563","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"12:48.008","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"12:49.167","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"12:51.611","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"12:52.876","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
